Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
B.P. Ethyl for Anti-Knock,Rowe,5061,(British),(British),0,0,(),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,426.1937,Design,Architecture & Design,11/22/37,N,6718,,,,,,76.2,,,114.3,,
"Progress ""B.P."" Ethyl Now Leading",Austin Cooper,1231,"(British, 1890–1964)",(British),-1890,-1964,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,427.1937,Design,Architecture & Design,11/22/37,N,6725,,,,,,76.2,,,114.3,,
Wherever You Go You Can Be Sure of Shell (Bodiam Castle),E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,371.1937,Design,Architecture & Design,11/22/37,Y,6734,http://www.moma.org/collection/works/6734,,,,,76.2,,,114.3,,
"Economize in Time, Temper, Petrol by Using Winter Shell",E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1932,Lithograph,"30 1/4 x 45 1/4"" (76.8 x 114.9 cm)",Gift of Shell - Mex B P,372.1937,Design,Architecture & Design,11/22/37,Y,6739,http://www.moma.org/collection/works/6739,http://www.moma.org/media/W1siZiIsIjU4MDEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fa0854f765a715fa,,,,76.8,,,114.9,,
Ask For BP Not Just Ethyl,E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1933,Lithograph,"30 x 45 1/4"" (76.2 x 114.9 cm)",Gift of Shell - Mex B P,373.1937,Design,Architecture & Design,11/22/37,Y,6743,http://www.moma.org/collection/works/6743,http://www.moma.org/media/W1siZiIsIjIxMTIwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38285539fdaef011,,,,76.2,,,114.9,,
BP Ethyly Anti-Knock Controls Horse-Power,E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1933,Photolithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,374.1937,Design,Architecture & Design,11/22/37,Y,6747,http://www.moma.org/collection/works/6747,http://www.moma.org/media/W1siZiIsIjMyMTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c9da560aea5ffaeb,,,,76.2,,,114.3,,
Recommended for Winter - Double Shell Lubricating Oil,E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,375.1937,Design,Architecture & Design,11/22/37,N,6751,,,,,,76.2,,,114.3,,
"Aeroshell Lubricating Oil, The Aristocrat of Lubricants",E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,376.1937,Design,Architecture & Design,11/22/37,Y,6755,http://www.moma.org/collection/works/6755,http://www.moma.org/media/W1siZiIsIjU4NjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d8aae2eb08d68336,,,,76.2,,,114.3,,
"The New Forest, See Britain First on Winter Shell",E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1931,Lithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,377.1937,Design,Architecture & Design,11/22/37,Y,6760,http://www.moma.org/collection/works/6760,http://www.moma.org/media/W1siZiIsIjU4ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0fbad39c156a58aa,,,,76.2,,,114.3,,
The New Forest. See Britain First On Winter Shell,E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1931,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,378.1937,Design,Architecture & Design,11/22/37,Y,6764,http://www.moma.org/collection/works/6764,,,,,76.2,,,114.3,,
"The Giant, Cerne Abbas. See Britain First On Winter Shell",Frank Dobson,1566,"(British, 1888–1963)",(British),-1888,-1963,(Male),1931,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,379.1937,Design,Architecture & Design,11/22/37,Y,6768,http://www.moma.org/collection/works/6768,,,,,76.2,,,114.3,,
Gardeners Prefer Shell; You Can Be Sure Of Shell,Sir Cedric Lockwood Morris,48174,"(British, 1889–1982)",(British),-1889,-1982,(Male),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,380.1937,Design,Architecture & Design,11/22/37,Y,6772,http://www.moma.org/collection/works/6772,,,,,76.2,,,114.3,,
St. Osyth's Mill - See Britain First,Carl Morris,4103,"(American, born 1911)",(American),-1911,0,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,381.1937,Design,Architecture & Design,11/22/37,N,6776,,,,,,76.2,,,114.3,,
"Photographers Prefer Shell, You Can Be Sure of Shell",Curtis Moffat,4043,"(British, 1887–1949)",(British),-1887,-1949,(Male),Unknown,Lithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,382.1937,Design,Architecture & Design,11/22/37,Y,6780,http://www.moma.org/collection/works/6780,http://www.moma.org/media/W1siZiIsIjU5NDMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4a396e63c32ffc25,,,,76.2,,,114.3,,
You Can Be Sure of Shell - Athletes Prefer Shell,Eve Kirk,3117,"(British, 1900–1969)",(British),-1900,-1969,(Female),1900-1937,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,383.1937,Design,Architecture & Design,11/22/37,N,6784,,,,,,76.2,,,114.3,,
You Can Be Sure of Shell - Seamen Prefer Shell,Tristram Hillier,2652,"(British, 1905–1983)",(British),-1905,-1983,(Male),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,384.1937,Design,Architecture & Design,11/22/37,Y,6788,http://www.moma.org/collection/works/6788,,,,,76.2,,,114.3,,
Architects Prefer Shell - You Can Be Sure of Shell,Hans Feibusch,1826,"(British, born Germany. 1898–1998)",(British),-1898,-1998,(Male),c. 1935,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,385.1937,Design,Architecture & Design,11/22/37,Y,6792,http://www.moma.org/collection/works/6792,,,,,76.2,,,114.3,,
"You Can Be Sure of Shell, Anglers Prefer Shell",Clifford and Rosemary Ellis,1719,(British),(British),0,0,(),1934,Photolithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,386.1937,Design,Architecture & Design,11/22/37,Y,6796,http://www.moma.org/collection/works/6796,http://www.moma.org/media/W1siZiIsIjE3NDQwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb34c8a645fd6d78,,,,76.2,,,114.3,,
Antiquaries Prefer Shell - You can be Sure of Shell,Clifford and Rosemary Ellis,1719,(British),(British),0,0,(),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,387.1937,Design,Architecture & Design,11/22/37,Y,6800,http://www.moma.org/collection/works/6800,,,,,76.2,,,114.3,,
Lower Slaughter - Everywhere You Go You Can Be Sure of Shell,Clifford and Rosemary Ellis,1719,(British),(British),0,0,(),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,388.1937,Design,Architecture & Design,11/22/37,Y,6804,http://www.moma.org/collection/works/6804,,,,,76.2,,,114.3,,
You Can Be Sure of Shell - Artists Prefer Shell,John Armstrong,226,"(British, 1893–1973)",(British),-1893,-1973,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,389.1937,Design,Architecture & Design,11/22/37,Y,6808,http://www.moma.org/collection/works/6808,,,,,76.2,,,114.3,,
You Can Be Sure of Shell - Artists Prefer Shell,John Armstrong,226,"(British, 1893–1973)",(British),-1893,-1973,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,390.1937,Design,Architecture & Design,11/22/37,Y,6812,http://www.moma.org/collection/works/6812,,,,,76.2,,,114.3,,
Newlands Corner. Everywhere You Go You Can Be Sure of Shell,John Armstrong,226,"(British, 1893–1973)",(British),-1893,-1973,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,391.1937,Design,Architecture & Design,11/22/37,Y,6816,http://www.moma.org/collection/works/6816,,,,,76.2,,,114.3,,
Newlands Corner. Everywhere You Go You Can Be Sure of Shell,John Armstrong,226,"(British, 1893–1973)",(British),-1893,-1973,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,392.1937,Design,Architecture & Design,11/22/37,Y,6820,http://www.moma.org/collection/works/6820,,,,,76.2,,,114.3,,
Newlands Corner. Everywhere You Go You Can Be Sure of Shell,John Armstrong,226,"(British, 1893–1973)",(British),-1893,-1973,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,393.1937,Design,Architecture & Design,11/22/37,Y,6824,http://www.moma.org/collection/works/6824,,,,,76.2,,,114.3,,
Winter Shell,Edgar Ainsworth,89,"(British, 1906–1975)",(British),-1906,-1975,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,394.1937,Design,Architecture & Design,11/22/37,Y,6828,http://www.moma.org/collection/works/6828,,,,,76.2,,,114.3,,
"Everywhere You Go You Can be Sure of Shell Gordale Scar - The Craven Fault, Yorks",Edgar Ainsworth,89,"(British, 1906–1975)",(British),-1906,-1975,(Male),1934,Lithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,395.1937,Design,Architecture & Design,11/22/37,Y,6833,http://www.moma.org/collection/works/6833,http://www.moma.org/media/W1siZiIsIjYxMjAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bb42b494de4a814f,,,,76.2,,,114.3,,
Mousehole Penzance. Wherever You Go You Can Be Sure Of Shell,A. Stuart-Hill,5703,(British),(British),0,0,(),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,396.1937,Design,Architecture & Design,11/22/37,Y,6837,http://www.moma.org/collection/works/6837,,,,,76.2,,,114.3,,
"Polperro, Cornwall - Everywhere You Go You Can Be Sure of Shell",M. A. Miles,3978,(Nationality unknown),(Nationality unknown),0,0,(),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,397.1937,Design,Architecture & Design,11/22/37,Y,6841,http://www.moma.org/collection/works/6841,,,,,76.2,,,114.3,,
Long Man of Wilmington. Everywhere You Go You Can Be Sure of Shell,Denis Constanduros,1223,(Nationality unknown),(Nationality unknown),0,0,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,398.1937,Design,Architecture & Design,11/22/37,N,6845,,,,,,76.2,,,114.3,,
Farmers Prefer Shell - You Can Be Sure of Shell,Denis Constanduros,1223,(Nationality unknown),(Nationality unknown),0,0,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,399.1937,Design,Architecture & Design,11/22/37,N,6849,,,,,,76.2,,,114.3,,
Bourton-on-the-Water. Everywhere You Go You Can Be Sure of Shell,Clive Gardiner,2077,"(British, 1891–1960)",(British),-1891,-1960,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,400.1937,Design,Architecture & Design,11/22/37,Y,6853,http://www.moma.org/collection/works/6853,,,,,76.2,,,114.3,,
"The Quay, Appledore. Everywhere You Go You Can Be Sure of Shell",Brynhild Parker,4501,"(British, 1907–1987)",(British),-1907,-1987,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,401.1937,Design,Architecture & Design,11/22/37,Y,6858,http://www.moma.org/collection/works/6858,,,,,76.2,,,114.3,,
West Wycombe. Everywhere You Go You Can Be Sure of Shell,C. Mann,3729,(British),(British),0,0,(),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,402.1937,Design,Architecture & Design,11/22/37,N,6862,,,,,,76.2,,,114.3,,
"Think Ethyl Say ""BP""",Tom Purvis,4757,"(British, 1889–1959)",(British),-1889,-1959,(Male),c. 1932-37,Lithograph,"30 x 45 1/4"" (76.2 x 114.9 cm)",Gift of Shell - Mex B P,428.1937,Design,Architecture & Design,11/22/37,Y,6872,http://www.moma.org/collection/works/6872,http://www.moma.org/media/W1siZiIsIjY3MjQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b9489adae4b892f8,,,,76.2,,,114.9352,,
For Snappy Engines - Girls In Car,Tom Purvis,4757,"(British, 1889–1959)",(British),-1889,-1959,(Male),1935,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,429.1937,Design,Architecture & Design,11/22/37,N,6879,,,,,,76.2,,,114.3,,
Eilean Donan Road To The Isles - Everywhere You Go,Tom Purvis,4757,"(British, 1889–1959)",(British),-1889,-1959,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,430.1937,Design,Architecture & Design,11/22/37,N,6886,,,,,,76.2,,,114.3,,
"Harlech, Snowden and Beddgelert - See Britain First on Shell",Tom Purvis,4757,"(British, 1889–1959)",(British),-1889,-1959,(Male),1931,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,431.1937,Design,Architecture & Design,11/22/37,Y,6893,http://www.moma.org/collection/works/6893,,,,,76.2,,,114.3,,
B.P. Plus - Plus A Little Something Some Others Haven't Got,Ronald Dickens,1534,(British),(British),0,0,(Male),1900-1937,Poster,"30 1/8 x 45"" (76.5 x 114.3cm)",Gift of Shell - Mex B P,432.1937,Design,Architecture & Design,11/22/37,N,6900,,,,,,76.5,,,114.3,,
Shell By Day and By Night,S. Watson,6266,(British),(British),0,0,(),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,433.1937,Design,Architecture & Design,11/22/37,N,6907,,,,,,76.2,,,114.3,,
BP Ethyl Controls Horse Power,Paolo Garretto,48177,"(Italian, 1903–1989)",(Italian),-1903,-1989,(),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,434.1937,Design,Architecture & Design,11/22/37,Y,6914,http://www.moma.org/collection/works/6914,,,,,76.2,,,114.3,,
Winter Shell - Now On Sale Again,Rowland Hilder,2644,"(British, born 1905)",(British),-1905,0,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,435.1937,Design,Architecture & Design,11/22/37,N,6920,,,,,,76.2,,,114.3,,
Shell - Mex House,Henry Rushburg,5088,(British),(British),0,0,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,436.1937,Design,Architecture & Design,11/22/37,Y,6927,http://www.moma.org/collection/works/6927,,,,,76.2,,,114.3,,
Llanstephan - Everywhere You Go You Can Be Sure of Shell,H. E. Du Plessis,1630,"(British, 1894–1978)",(British),-1894,-1978,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,437.1937,Design,Architecture & Design,11/22/37,N,6934,,,,,,76.2,,,114.3,,
"Shillingford Bridge, Oxford - See Britain First On Shell",Dacres Adams,63,"(British, 1864–1951)",(British),-1864,-1951,(Male),c. 1935,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,438.1937,Design,Architecture & Design,11/22/37,Y,6941,http://www.moma.org/collection/works/6941,,,,,76.2,,,114.3,,
Lavenham - See Britain First on Shell,Edna Clarke-Hall,1135,"(British, 1879–1979)",(British),-1879,-1979,(Female),1931,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,439.1937,Design,Architecture & Design,11/22/37,Y,6948,http://www.moma.org/collection/works/6948,,,,,76.2,,,114.3,,
Salcombe - See Britain First on Shell,Hal Woolf,6449,"(British, 1902–1962)",(British),-1902,-1962,(Male),1930,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,440.1937,Design,Architecture & Design,11/22/37,Y,6955,http://www.moma.org/collection/works/6955,,,,,76.2,,,114.3,,
Bamburgh Castle - See Britain First on Shell,Algernon Newton,4288,"(British, 1880–1968)",(British),-1880,-1968,(Male),1930,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,441.1937,Design,Architecture & Design,11/22/37,Y,6962,http://www.moma.org/collection/works/6962,,,,,76.2,,,114.3,,
Inverary - See Britain First on Shell,J.D.H. Harvey,2527,(British),(British),0,0,(),1931,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,442.1937,Design,Architecture & Design,11/22/37,N,6969,,,,,,76.2,,,114.3,,
"Marwood, North Devon. Everywhere You Go You Can Be Sure of Shell",Eric George,2123,"(British, born 1881)",(British),-1881,0,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,443.1937,Design,Architecture & Design,11/22/37,Y,6976,http://www.moma.org/collection/works/6976,,,,,76.2,,,114.3,,
"Castle Howard, Co. Wicklow - Everywhere You Go You Can Be Sure of Shell",George Bissill,575,"(British, 1896–1973)",(British),-1896,-1973,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,444.1937,Design,Architecture & Design,11/22/37,Y,6983,http://www.moma.org/collection/works/6983,,,,,76.2,,,114.3,,
Taynton [in the Cotswolds] Oxon - Wherever You Go You Can Be Sure of Shell,George Bissill,575,"(British, 1896–1973)",(British),-1896,-1973,(Male),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,445.1937,Design,Architecture & Design,11/22/37,Y,6990,http://www.moma.org/collection/works/6990,,,,,76.2,,,114.3,,
Jubileeve in Shell,Studio,5706,(British),(British),0,0,(),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,446.1937,Design,Architecture & Design,11/22/37,N,6997,,,,,,76.2,,,114.3,,
Whitemay Paraffin,Studio,5706,(British),(British),0,0,(),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,447.1937,Design,Architecture & Design,11/22/37,N,7004,,,,,,76.2,,,114.3,,
Summer Shell - On Sale Again,Studio,5706,(British),(British),0,0,(),Unknown,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,448.1937,Design,Architecture & Design,11/22/37,N,7012,,,,,,76.2,,,114.3,,
Todas las Milicias Fundidas en el Ejercito Popular,Melendreras,3916,(Spanish),(Spanish),0,0,(),1937,Lithograph,"44 x 31 3/4"" (111.8 x 80.6 cm)",Purchase,233.1937,Design,Architecture & Design,12/3/37,Y,5776,http://www.moma.org/collection/works/5776,http://www.moma.org/media/W1siZiIsIjM3NzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=ddfc5f5e7740a41b,,,,111.8,,,80.6,,
Aixafem el faixisme,Pere Catala Pic,42738,(Spanish),(Spanish),0,0,(Male),1937,Lithograph,"39 3/4 x 28 1/8"" (101 x 71.4cm)",Special Purchase Fund (Exh. 65),234.1937,Design,Architecture & Design,12/3/37,Y,5780,http://www.moma.org/collection/works/5780,,,,,101,,,71.4,,
"Arriba España, Los Nacionales",Juan Antonio Morales,8382,"(Spanish, 1909–1984)",(Spanish),-1909,-1984,(Male),1936,Lithograph,"45 1/4 x 32"" (114.9 x 81.3 cm)",Purchase,235.1937,Design,Architecture & Design,12/3/37,Y,5783,http://www.moma.org/collection/works/5783,http://www.moma.org/media/W1siZiIsIjM4MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=989738a0c8915826,,,,114.9,,,81.3,,
¡Por el Orden Repbulicano! Respetad la Propriedad de los Comerciantes e Industriales,Antonio Bisquert Pérez,572,"(Spanish, 1906–1990)",(Spanish),-1906,-1990,(Male),c.1936,Lithograph,"39 1/4 x 27 3/4"" (99.7 x 70.5 cm)",Purchase,236.1937,Design,Architecture & Design,12/3/37,Y,5786,http://www.moma.org/collection/works/5786,http://www.moma.org/media/W1siZiIsIjM4NDQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d19f64cd0b6e213a,,,,99.7,,,70.5,,
Diada de Madrid - ajudem-lo! (Madrid day  - come help),Unknown Artist,23390,(Nationality Unknown),(Nationality Unknown),0,0,(),1937,Lithograph,"39 1/8 x 26 1/2"" (99.4 x 67.3cm)",Special PurchaseFund (Exh. 65),237.1937,Design,Architecture & Design,12/3/37,N,5789,,,,,,99.4,,,67.3,,
"¡Campesino! Tus Enemigos Te Hicieron Trabajar de Sol a Sol para Alimentarlos. Ahora, que la Tierra es Tuya Trabajar de Sol a Sol para Aniquilarlos",Jesús Lozano,3614,(Spanish),(Spanish),0,0,(Male),1937,Lithograph,"39 x 27 3/4"" (99.1 x 70.5 cm)",Purchase,238.1937,Design,Architecture & Design,12/3/37,Y,5792,http://www.moma.org/collection/works/5792,http://www.moma.org/media/W1siZiIsIjM4ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=59856cd3e9295e68,,,,99.1,,,70.5,,
La Agitación entre el enemigo (Agitation among the enemy),Melendreras,3916,(Spanish),(Spanish),0,0,(),1937,Lithograph,"39 3/8 x 28"" (100 x 71.1cm)",Special PurchaseFund (Exh. 65),239.1937,Design,Architecture & Design,12/3/37,Y,5795,http://www.moma.org/collection/works/5795,,,,,100,,,71.1,,
Per la llibertat de Catalunya,I. G. Pinlats,4628,"(Spanish, born 1901)",(Spanish),-1901,0,(),1937,Poster,"39 x 27"" (99.1 x 68.6cm)",Special Purchase Fund (Exh. 65),240.1937,Design,Architecture & Design,12/3/37,N,5798,,,,,,99.1,,,68.6,,
"Obreros: si quereis, el abastecimiento de Madrid se resolverá en 40 dias",Amado Mauprivez Oliver,4401,"(Catalan Spanish, 1896–1996)",(Spanish),-1896,-1996,(Male),1937,Poster,"41 3/8 x 61"" (105.1 x 154.9cm)",Special PurchaseFund (Exh. 65),241.1937,Design,Architecture & Design,12/3/37,N,5801,,,,,,105.1,,,154.9,,
Evacuad Madrid (Evacuate Madrid),Antonio Cañavate Gómez,946,"(Spanish, 1902–1987)",(Spanish),-1902,-1987,(Male),1937,Lithograph,"39 1/2 x 28 1/4"" (100.3 x 71.8 cm)",Purchase,242.1937,Design,Architecture & Design,12/3/37,Y,5804,http://www.moma.org/collection/works/5804,http://www.moma.org/media/W1siZiIsIjM5NTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=a9911c3b20eec6cb,,,,100.3,,,71.8,,
Homenaje a Madrid,unknown,31589,,(),0,0,(),1937,Lithograph,"39 1/2 x 27"" (100.3 x 68.6 cm)",Purchase,243.1937,Design,Architecture & Design,12/3/37,Y,5808,http://www.moma.org/collection/works/5808,http://www.moma.org/media/W1siZiIsIjM5NzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e9e4efc238293e36,,,,100.3,,,68.6,,
¿Que Fais-Tu Pour Empêcher Cela?,Augusto,41764,"(Spanish, (dates unknown))",(Spanish),0,0,(),1937,Lithograph,"31 3/4 x 22"" (80.6 x 55.9 cm)",Purchase,244.1937.1-2,Design,Architecture & Design,12/3/37,Y,5813,http://www.moma.org/collection/works/5813,http://www.moma.org/media/W1siZiIsIjYyNTQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a7e0b67713d6a6e4,,,,80.6,,,55.9,,
"Socors Roig Internacional, Ajudeu els Caiguts!",Josep Subirats Samora,8388,"(Spanish, 1914–1997)",(Spanish),-1914,-1997,(Male),1937,Lithograph,"39 3/8 x 27 1/8"" (100 x 68.9 cm)",Purchase,245.1937,Design,Architecture & Design,12/3/37,Y,5818,http://www.moma.org/collection/works/5818,http://www.moma.org/media/W1siZiIsIjQwMTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f1e0933de1027cce,,,,100,,,68.9,,
¿Que Fais-Tu Pour Empêcher Cela?,"Augusto, Robert Capa","41764, 956","(Spanish, (dates unknown)) (American, born Hungary. 1913–1954)",(Spanish) (American),(0) (1913),(0) (1954),() (Male),1937,Lithograph,"15 3/4 x 10 3/4"" (40 x 27.3cm)",Special Purchase Fund (Exh. 65),246.1937,Design,Architecture & Design,12/3/37,Y,5822,http://www.moma.org/collection/works/5822,,,,,40,,,27.3,,
¿Que fais-tu pour empêcher cela?,Unknown Artist,23390,(Nationality Unknown),(Nationality Unknown),0,0,(),1937,Poster,"15 3/4 x 10 3/4"" (40 x 27.3cm)",Special PurchaseFund (Exh. 65),247.1937,Design,Architecture & Design,12/3/37,N,5826,,,,,,40,,,27.3,,
¿Que fais-tu pour empêcher cela? - Madrid,Unknown Artist,23390,(Nationality Unknown),(Nationality Unknown),0,0,(),1937,Poster,"15 3/4 x 10 3/4"" (40 x 27.3cm)",Special PurchaseFund (Exh. 65),248.1937,Design,Architecture & Design,12/3/37,N,5830,,,,,,40,,,27.3,,
Que Fais-tu Pour Empêcher Cela - Madrid,Unknown Artist,23390,(Nationality Unknown),(Nationality Unknown),0,0,(),1937,Lithograph,"15 3/4 x 10 3/4""",Special PurchaseFund (Exh. 65),249.1937,Design,Architecture & Design,12/3/37,N,5835,,,,,,40,,,27.3,,
El Generalisimo,Pedrero,4536,(Spanish),(Spanish),0,0,(),1937,Lithograph,"39 3/8 x 27 3/4"" (100 x 70.5 cm)",Purchase,250.1937,Design,Architecture & Design,12/3/37,Y,5841,http://www.moma.org/collection/works/5841,http://www.moma.org/media/W1siZiIsIjYyNTQ5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d5d03142ed9475b5,,,,100,,,70.5,,
